"","song","album","year","url","lyrics"
"205","Lazarus","Blackstar","2016","http://www.azlyrics.com/lyrics/davidbowie/lazarus.html","

Look up here, I’m in heaven
I’ve got scars that can’t be seen
I’ve got drama, can’t be stolen
Everybody knows me now

Look up here, man, I’m in danger
I’ve got nothing left to lose
I’m so high it makes my brain whirl
Dropped my cell phone down below

Ain’t that just like me

By the time I got to New York
I was living like a king
Then I used up all my money
I was looking for your ass

This way or no way
You know, I’ll be free
Just like that bluebird
Now ain’t that just like me

Oh I’ll be free
Just like that bluebird
Oh I’ll be free
Ain’t that just like me
"
"206","Girl Loves Me","Blackstar","2016","http://www.azlyrics.com/lyrics/davidbowie/girllovesme.html","

Cheena so sound, so titi up this malcheck, say
Party up moodge, nanti vellocet round on Tuesday
Real bad dizzy snatch making all the omeys mad - Thursday
Popo blind to the polly in the hole by Friday
Where the fuck did Monday go?
I'm cold to this pig and pug show
I'm sittin' in the chestnut tree
Who the fuck's gonna mess with me?

Girl loves me
Hey cheena
Girl loves me
Girl loves me
Hey cheena
Girl loves me

Where the fuck did Monday go?
I'm cold to this pig and pug show
Where the fuck did Monday go?

You viddy at the cheena
Choodesny with the red rot
Libbilubbing litso-fitso
Devotchka watch her garbles
Spatchko at the rozz-shop
Split a ded from his deng deng
Viddy viddy at the cheena

Girl loves me
Hey cheena
Girl loves me
Girl loves me
Hey cheena
Girl loves me
Girl loves me
Hey cheena
Girl loves me

Where the fuck did Monday go?
Where the fuck did Monday go?
Where the fuck did Monday go?

Girl loves me
Hey cheena
Girl loves me
Girl loves me
Hey cheena
Girl loves me

Where the fuck did Monday go?
Where the fuck did Monday go?
"
"207","I Can\'t Give Everything Away","Blackstar","2016","http://www.azlyrics.com/lyrics/davidbowie/icantgiveeverythingaway.html","

I know something is very wrong
The pulse returns for prodigal sons
The blackout's hearts with flowered news
With skull designs upon my shoes

I can't give everything
I can't give everything
Away
I can't give everything
Away

Seeing more and feeling less
Saying no but meaning yes
This is all I ever meant
That's the message that I sent

I can't give everything
I can't give everything
Away
I can't give everything
Away

I can't give everything
I can't give everything
Away
I can't give everything
Away

I know something is very wrong
The pulse returns for prodigal sons
The blackout's hearts with flowered news
With skull designs upon my shoes

I can't give everything
I can't give everything
Away
I can't give everything
Away

I can't give everything
I can't give everything
Away
I can't give everything
Away
"
"208","Golden Years","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/goldenyears.html","

Golden years, gold, whop, whop, whop 
Golden years, gold, whop, whop, whop 
Golden years, gold, whop, whop, whop 

Don't let me hear you say life's 
taking you nowhere,
angel

Come get up my baby
Look at that sky, life's begun
Nights are warm and the days are young
Come get up my baby

[CHORUS]
There's my baby lost that's all
Once I'm begging 
you save her little soul
Golden years, gold, whop, whop, whop
Come get up my baby

Last night they loved you,
opening doors
and pulling some strings, angel
Come get up my baby
In walked luck and you looked in time
Never look back, walk tall, 
act fine
Come get up my baby

I'll stick with you baby for a thousand years
Nothing's gonna touch you in these golden years, gold
Golden years, gold whop whop whop
Come get up my baby

Some of these days, and it won't be long
Gonna drive back down 
where you once belonged
In the back of a dream car 
twenty foot long
Don't cry my sweet,
don't break my heart
Doing all right,
but you gotta get smart
Wish upon, wish upon, day upon day, I believe oh lord
I believe all the way
Come get up my baby

[CHORUS]

Don't let me hear you say life's 
taking you nowhere, 
angel

Come get up my baby
Run for the shadows, run for the shadows
Run for the shadows in these golden years

I'll stick with you baby for a thousand years
Nothing's gonna touch you in these golden years, gold
Golden years, gold whop whop whop [Repeat]
"
"209","Don\'t Bring Me Down","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/dontbringmedown.html","

I'm on my own, nowhere to roam
I tell you baby, don't want no home
I wander round, feet off the ground
I even go from town to town
I said I think 
this rock is grand
Say I'll be your man
Don't bring me down, don't bring me down

I met this chick, the other day
And then to me, she said she'll stay
I get this pad, just like a cave
And then we'll have, our living made
And then I'll lead her on the ground
My head is spinning round
Don't bring me down, don't bring me down

I, I, I, I, I need a lover 
'cause someone new

And then to her I will be true
I'll buy her furs and pretty things
I'll even buy a wedding ring
But until then I'll ?settle down?
Say I'll be your man
Don't bring me down, don't bring me down
Until then I'll ?settle down?
Say I'll be your man
Don't bring me down, don't bring me down
Don't bring me down
"
"210","Fame","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/fame.html","

Fame, makes a man take things over
Fame, lets him loose, hard to swallow
Fame, puts you there where things are hollow
Fame
Fame, it's not your brain, it's just the flame
That burns your change to keep you insane
Fame
Fame, what you like is in the limo
Fame, what you get is no tomorrow
Fame, what you need you have to borrow
Fame
Fame, ""Nein! It's mine!"" is just his line
To bind your time, it drives you to, crime
Fame
Could it be the best, could it be?
Really be, really, babe?
Could it be, my babe, could it, babe?
Really, really?
Is it any wonder I reject you first?
Fame, fame, fame, fame
Is it any wonder you are too cool to fool

Fame
Fame, bully for you, chilly for me
Got to get a rain check on pain
Fame
Fame, fame, fame, fame, fame, fame, fame, fame, fame, 
fame
Fame, fame, fame, fame, fame, fame, fame, fame, fame, 
fame
Fame, fame, fame
Fame
What's your name?

[whispered:]

Feeling so gay, feeling gay?
Brings so much pain?
"
"211","Future Legend","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/futurelegend.html","

And in the death
As the last few corpses lay rotting on the slimy
thoroughfare
The shutters lifted in inches in Temperance Building
High on Poacher's Hill
And red, mutant eyes gaze down on Hunger City
No more big wheels

Fleas the size of rats sucked on rats the size of cats
And ten thousand peoploids split into small tribes
Coverting the highest of the sterile skyscrapers
Like packs of dogs assaulting the glass fronts of Love-Me Avenue
Ripping and rewrapping mink and shiny silver fox, now legwarmers
Family badge of sapphire and cracked emerald
Any day now 
The Year of the Diamond Dogs

""This ain't Rock'n'Roll
This is Genocide""
"
"212","Drive-In Saturday","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/driveinsaturday.html","

Let me put my arms 
around your head
Gee, it's hot, let's go to bed
Don't forget to turn on the light
Don't laugh babe, it'll be alright
Pour me out another phone
I'll ring and see
if your friends are home
Perhaps the strange ones in the dome
Can lend us a book we can read up alone

And try to get it on like once before
When people stared in Jagger's eyes
and scored
Like the video films we saw

[CHORUS]
His name was always Buddy
And he'd shrug and ask to stay
She'd sigh like Twig the Wonder Kid
And turn her face away
She's uncertain if she likes him
But she knows she really loves him
It's a crash course for the ravers
It's a Drive-in Saturday

Jung the foreman prayed at work
That neither hands nor limbs would burst
It's hard enough to keep formation 
amid this fall out saturation

Cursing at the Astronette 8
Who stands in steel 
by his cabinet
He's crashing out with Sylvian
The Bureau Supply 
for ageing men

With snorting head he gazes to the shore
Which once had raised a sea
that raged no more
Like the video films we saw

[CHORUS]
It's a Drive-in Saturday [repeat]
"
"213","Wild Is The Wind","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/wildisthewind.html","

Love me, love me, love me, say you do
Let me fly away with you
For my love is like the wind, and wild is the wind
Wild is the wind
Give me more than one caress, satisfy this hungriness
Let the wind blow through your heart
For wild is the wind, wild is the wind

[CHORUS]
You touch me, 
I hear the sound of mandolins
You kiss me
With your kiss my life begins
You're spring to me, all things to me
Don't you know, you're life itself!

Like the leaf clings to the tree,
Oh, my darling, cling to me
For we're like creatures of the wind, and wild is the wind
Wild is the wind

[CHORUS]

Like the leaf clings to the tree,
Oh, my darling, cling to me
For we're like creatures in the wind, and wild is the wind
Wild is the wind
"
"214","Station To Station","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/stationtostation.html","

The return of the Thin White Duke 
throwing darts
in lovers' eyes 
Here are we one magical moment
Such is the stuff from 
where dreams are woven
Bending sound
Dredging the ocean lost in my circle
Here am I
Flashing no colour tall in this room 
overlooking the ocean

Here are we
One magical movement 
from Kether to Malkuth 1 
There are you
You drive like a demon 
from station to station
The return of the Thin White Duke 
throwing darts 
in lovers' eyes [x2]
The return of the Thin White Duke, 
making sure white stains

Once there were mountains on mountains
And once there were sunbirds
to soar with
And once I could 
never be down
Got to keep searching 
and searching
Oh what will I be believing 
and who will connect me with love?

Wonder who wonder who
wonder when
Have you sought fortune evasive and shy?
Drink to the men who protect you and I
Drink drink drain your glass
raise your glass high

[CHORUS 1]
It's not the side-effects of the cocaine
I'm thinking that it must be love
It's too late 
- to be grateful
It's too late 
- to be late again
It's too late 
- to be hateful
The european cannon is here

[CHORUS 2]
I must be only one in a million
I won't let the day pass 
without her
It's too late 
- to be grateful
It's too late 
- to be late again
It's too late 
- to be hateful
The European cannon is here

[CHORUS 3]
Should I believe that I've been stricken?
Does my face show 
some kind of glow?
It's too late
- to be grateful
It's too late
- to be late again
It's too late
- to be hateful
The european cannon is here, yes it's here

It's too late [5 times]
The European cannon is here

[CHORUS 1]

[CHORUS 2]

[CHORUS 3]

It's too late [repeat ab inf]
"
"215","Word On A Wing","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/wordonawing.html","

In this age of grand illusion 
You walked into my life
out of my dreams
I don't need another change 
Still you forced away 
into my scheme of things

You say we're growing,
growing heart and soul
In this age of grand illusion 
You walked into my life
out of my dreams
Sweet name, you're born once again for me
Sweet name, you're born once again for me
Oh sweet name, I call you again
You're born once again for me
Just because I believe don't mean I don't think as well
Don't have to question everything 
in heaven or hell

[CHORUS]
Lord, I kneel and offer you 
my word on a wing
And I'm trying hard to fit 
among your scheme of things

It's safer than a strange land
But I still care for myself
And I don't stand in my own light
Lord, lord, my prayer flies
like a word on a wing

My prayer flies 
like a word on a wing
Does my prayer fit in 
with your scheme of things?

In this age of grand illusion 
You walked into my life 
out of my dreams
Sweet name, you're born once again for me
Just as long as I can see, I'll never stop this vision flowing
I look twice and you're still flowing
Just as long as I can walk
I'll walk beside you, I'm alive in you
Sweet name, you're born once again for me
And I'm ready to shape the scheme of things

Ooh, ready to shape 
the scheme of things [5 times]

[CHORUS]
"
"216","Young Americans","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/youngamericans.html","

They pulled in just behind the bridge
He lays her down, he frowns
""Gee my life's a funny thing, am I
still too young?""
He kissed her then and there
She took his ring, took his babies
It took him minutes, took her nowhere
Heaven knows, she'd have taken anything, but

[CHORUS (She)]
All night
She wants the young American
Young American, young American, she wants the young American
All right
She wants the young American

Scanning life through the picture
window
She finds the slinky vagabond
He coughs as he passes her Ford
Mustang, but
Heaven forbid, she'll take anything
But the freak, and his type, all for 
nothing
He misses a step and cuts his hand, but
Showing nothing, he swoops like a song
She cries ""Where have all Papa's heroes gone?""

[CHORUS (She)]
All the way from Washington
Her bread-winner begs off the bathroom floor
We live for just these twenty years
Do we have to die for the fifty more?""

[CHORUS (HE)]
All night
He wants the young American
Young American, young American, 
he wants the young American
All right
He wants the young American

Do you remember, your President Nixon?
Do you remember, the bills you have to pay?
Or even yesterday?
Have been the un-American?
Just you and your idol sing falsetto
'bout Leather, leather everywhere, and
Not a myth left from the ghetto
Well, well, well, would you carry a razor
In case, just in case of depression?
Sit on your hands on a bus of survivors
Blushing at all the afro-Sheeners
Ain't that close to love?
Well, ain't that poster love?
Well, it ain't that Barbie doll
Her hearts have been broken just like you

[CHORUS (YOU)]
All night
You want the young American
Young American, young American, you want the young American
All right
You want the young American

You ain't a pimp and you ain't a hustler
A pimp's got a Cadi and a lady got a Chrysler
Black's got respect, and white's got his soul train
Mama's got cramps, and look at your hands ache
(I heard the news today, oh boy)
I got a suite and you got defeat
Ain't there a man who can say no more? 
And, ain't there a woman I can 
sock on the jaw?
And, ain't there a child I can hold without judging?
Ain't there a pen that will write before they die?
Ain't you proud that you've still got faces?
Ain't there one damn song that can make me
break down and cry?

[CHORUS (I) (repeat 3 times ad lib)]
All night
I want the young American
Young American, young American, I want the young American
All right
I want the young American
"
"217","Candidate","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/candidate.html","

I'll make you a deal, like any other candidate

We'll pretend we're walking home 'cause your future's at stake
My set is amazing, it even smells like a
street
There's a bar at the end where I can meet you and your friend
Someone scrawled on the wall ""I smell the blood of les tricoteuses""
Who wrote up scandals in other bars

I'm having so much fun with the poisonous people
Spreading rumours and lies and stories they made up

Some make you sing and some make you scream
One makes you wish that you'd never been seen
But there's a shop on the corner that's selling papier mache
Making bullet-proof faces, Charlie Manson, Cassius Clay
If you want it, boys, get it here, thing
So you scream out of line
""I want you! I need you! Anyone out there?
Any time?""
Tres butch little number whines ""Hey dirty, I want you
When it's good, it's really good, and when it's bad I go to pieces""
If you want it, boys, get it here, thing

Well, on the street where you live I could not hold up my head
For I put all I have in another bed
On another floor, in the back of a car
In the cellar like a church with the door ajar
Well, I guess we've must be looking for a different kind

But we can't stop trying 'til we break up our minds
Til the sun drips blood on the seedy young knights
Who press you on the ground while shaking in fright

I guess we could cruise down one more time

With you by my side, it should be fine

We'll buy some drugs and watch a band

Then jump in the river holding hands
"
"218","Time","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/time.html","

Time - He's waiting in the wings
He speaks of senseless things
His script is you and me boys

Time - He flexes like a whore
Falls wanking to the floor
His trick is you and me, boy

Time - In Quaaludes and red wine
Demanding Billy Dolls
And other friends of mine
Take your time

The sniper in the brain, regurgitating drain
Incestuous and vain, 
and many other last names
I look at my watch it say 9:25 and I think 
""Oh God I'm still alive""

We should be on by now [x2]
La, la, la, la, la, la, la, la [repeat]

You - are not a victim
You - just scream with boredom
You - are not evicting time

Chimes - Goddamn, you're looking old
You'll freeze and catch a cold
'Cause you've left your coat behind
Take your time

Breaking up is hard, but keeping dark is hateful
I had so many dreams, 
I had so many breakthroughs
But you, my love, were kind, but love has left you 
dreamless
The door to dreams was closed. 
Your park was real dreamless
Perhaps you're smiling now, 
smiling through this darkness
But all I had to give was the guilt for dreaming

We should be on by now [x5]
La, la, la, la, la, la, la, la [repeat]

Yeah, time!
"
"219","See Emily Play","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/seeemilyplay.html","

Emily tries but misunderstands
She's often inclined to borrow somebody's dreams 'til 
tomorrow

[CHORUS]
There is no other day
Let's try it another way
You'll lose your mind and play
Free games for May
See Emily play

Soon after dark Emily cries
Gazing at trees in sorrow hardly a sound 'til tomorrow

[CHORUS]

Put on a gown that touches the ground
Float on a river for ever and ever
Emily

[CHORUS]
"
"220","Friday On My Mind","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/fridayonmymind.html","

Monday morning feels so bad
Everybody seems to nag me
Coming Tuesday I feel better
Even my old man looks good
Wednesday just don't go
Thursday goes too slow
I've got Friday on my mind

[CHORUS]
(See my baby)
Gonna have fun in the city 
(feel like fucking you)
(Do my baby screw)
Be with my girl 
she's so pretty
(all I want to do)
(I'll go crazy)
She looks fine tonight
(zoom zoom zoom) 
She is out of sight to me (so divine)
(Tonight) I spend my bread
(Tonight) I lose my head
(Tonight) I've got to get tonight
Monday I have Friday on my mind

Do the five day drag once more (Monday blue)

There is nothing else that bugs me
More than working for the rich men (poor man, beggar 
man, thief)
Hey I'll change that scene one day
Today I might be mad
Tomorrow I'll be glad
'Cause I'll have Friday on my mind

[CHORUS]

(See my baby) (feel like fucking you)
Gonna have fun
(zoom zoom zoom)
Be with my girl [repeat ad lib.]
"
"221","Shapes Of Things","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/shapesofthings.html","

Shapes of things before my eyes
Just teach me to despise
Will time make man more wise
Here within my lonely frame
My eyes just hurt my brain
But will it seem the same

[CHORUS]
(Come tomorrow), will I be older
(Come tomorrow), maybe a soldier
(Come tomorrow), may I be bolder than today

Now the trees are almost green
But will they still be seen
When time and tide have been
Boy into your passing hands
Please don't destroy these lands
Don't make them desert sands

[CHORUS]

Soon I hope that I will find
A seed within my mind
That won't disgrace my kind
"
"222","Panic In Detroit","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/panicindetroit.html","

He looked a lot like Che Guevara, 
drove a diesel van
Kept his gun in quiet seclusion,
such a humble man
The only survivor of the National People's Gang
Panic in Detroit, I asked for an autograph
He wanted to stay home, I wish someone would phone

Panic in Detroit

He laughed at accidental sirens that broke the evening 
gloom
The police had warned of repercussions

They followed none too soon
A trickle of strangers were all that were left alive
Panic in Detroit, I asked for an autograph
He wanted to stay home, I wish someone would phone

Panic in Detroit

Putting on some clothes I made my way to school
And I found my teacher
crouching in his overalls

I screamed and ran to smash my favorite slot machine
And jumped the silent cars that slept at traffic lights

Having scored a trillion dollars, 
made a run back home

Found him slumped across the table. 
A gun and me alone
I ran to the window. Looked for a plane or two
Panic in Detroit. 
He'd left me an autograph
""Let me collect dust."" 
I wish someone would phone

Panic in Detroit
"
"223","Sweet Thing","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/sweetthing.html","

It's safe in the city, to love in a doorway
To wrangle some screens from the door
And isn't it me, putting pain in a stranger?

Like a portrait in flesh, who trails on a leash
Will you see that I'm scared and I'm lonely?
So I'll break up my room, and yawn and I
Run to the centre of things
Where the knowing one says

[CHORUS]
Boys, boys, its a sweet thing
Boys, boys, its a sweet thing, sweet thing
If you want it, boys, get it here, thing
'Cause hope, boys, is a cheap thing, cheap
thing

I'm glad that you're older than me
Makes me feel important and free
Does that make you smile, isn't that me?
I'm in your way, and I'll steal every moment

If his trade is a curse, then I'll bless you
And turn to the crossroads, and hamburgers, and...

[CHORUS]
"
"224","Rock \'N Roll With Me","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/rocknrollwithme.html","

You always were the one that knew
They sold us for the likes of you
I always wanted new surroundings
A room to rent while the lizards lay crying in the heat
Trying to remember who to meet

I would take a foxy kind of stand
While tens of thousands found me in demand

[CHORUS]
When you rock 'n' roll with me
No one else I'd rather be
Nobody here can do it for me
I'm in tears again
When you rock 'n' roll with me

Gentle hearts are counted down
The queue is out of sight and out of sounds
Me, I'm out of breath, but not quite doubting 
I've found a door which lets me out!

[CHORUS (x3)]
"
"225","The Jean Genie","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/thejeangenie.html","

A small Jean Genie
snuck off to the city
Strung out on lasers 
and slash back blazers
Ate all your razors 
while pulling the waiters
Talking bout Monroe 
and walking on Snow White 19
New York's a go-go 19
and everything tastes right
Poor little Greenie

[CHORUS]
The Jean Genie lives on his back
The Jean Genie loves chimney stacks
He's outrageous, he screams and he bawls
Jean Genie let yourself go!

Sits like a man 
but he smiles like a reptile
She loves him, she loves him but 
just for a short while
She'll scratch in the sand, 
won't let go his hand
He says he's a beautician
and sells you nutrition
And keeps all your dead hair 
for making up underwear
Poor little Greenie

[CHORUS]

He's so simple minded 
he can't drive his module
He bites on the neon and sleeps in the capsule
Loves to be loved, loves to be loved

[CHORUS (x2)]
"
"226","Can You Hear Me","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/canyouhearme.html","

Once we were lovers, can they understand?
Closer than others I was your, I was your man
Don't talk of heartaches, ohh, I remember them all
When I'm checking you out one day, to see if I'm Faking it all

[CHORUS]
Can you hear me?
Can you feel me inside?
Show your love, love
Take it in right (take it in right)
Take it in right (take it in right)

There's been many others (Oo-oo-oo-oohh) so many times
Sixty new cities, an' what do I, what do I
What do I find?
I want love so badly, I want you most of all
You know, it's harder to take it from anyone
It's harder to fall
Can you hear me call ya?

[CHORUS]
Well, can you hear me? (yeah)
Can you feel me inside (I do)
Show your love, show your sweet, sweet love
Show me your love
Take it in right (take it in right)
Take it in right, yeah (take it in right)
Take it in right to your love life, baby
Take it in right to your love life
Take it in right, take it in right, right to your love life

Take it in right, ah
Take it in, take it in right
Right down, right down
(Why don't you take it?) 
Mmmm, why don't you take it?
(Right to your heart)
Can you hear me?
(Why don't you take it?)
Can you feel me? 
(Why don't you take it?) 
Can you? Take it in right
(Why don't you take it?) 
Wuhh, right down, right down
(Right to your heart)
Can you take it? Feel me?
(Why don't you take it?)
Down, to right down
(Why don't you take it?)
To your heart
(Why don't you take it?) 

To your heart
(Right to your heart)
Take it down, take it down
(Why don't you take it? Why don't you take it?)
Take it in right
(Right to your heart)
"
"227","Sweet Thing (Reprise)","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/sweetthingreprise.html","

If you want it, boys, get it here thing
'Cause hope, boys, is a cheap thing, cheap thing

Is it nice in your snow storm, freezing your brain?
Do you think that your face looks the same?
Then let it be, it's all I ever wanted

It's a street with a deal, and a taste
It's got claws, it's got me, it's got you
"
"228","Here Comes The Night","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/herecomesthenight.html","

Ohhhhh... here it comes
Here comes the night
Yeah, here comes the night
Oh, yeah (here comes the night)

I can see right out my window walking down the street my girl
With another guy
His arms around her 
like it used to be with me
Oh it makes me want to die

[CHORUS]
Yeah, here it comes
Here comes the night
Yeah, here comes the night
Yeah... (here comes the night)

There they go, funny how they look so good together
Wonder what is wrong with me
Why can't I accept 
the fact she's chosen him 
And simply let them be?

[CHORUS]

Oh she's with him 
they're turning down the lights
Now he's holding her the way I used to do
I can see her closing her eyes 
and telling him lies
Exactly like she told me too

[CHORUS (repeat ad inf.)]
"
"229","Everything\'s Alright","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/everythingsalright.html","

Oh, little baby
You know I've been away
Oh, little baby
You know I'll come today
Don't you know that

Everything's alright 
(everything's alright)
Everything's alright 
Everything's alright 
(everything's alright, babe)

Let me hold your hand and be your loving man (all night)

Let me hold your hand and be your loving man (all night)

Let me hold your hand and be your loving man (all night, alright!)

Oh, little baby
You know I feel so good
Oh, little baby
I never knew I could
And don't you know that

Everything's alright
(everything's alright, babe)
Everything's alright
Everything's alright 
(everything's alright, babe)
Let me give you loving like nobody can 
(all night) [x2]
Let me give you loving like nobody can
(all night, alright!)

Let me hold your hand and be your loving man 

No, no, no, no, no, that's a-loving you
(Must have been you,
I'm gonna all night loving you)
No, no, no, no, no
I'll be good for you

Everything's alright 
(everything's alright, babe)
Everything's alright
Everything's alright
(everything's alright, babe)
Let me give you loving like nobody can 
(all night) [x2]
Let me give you loving like nobody can 
(all night, alright!)

Everything's alright
Everything's alright
Oooh
"
"230","Rebel Rebel","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/rebelrebel.html","

You've got your mother in a whirl 
She's not sure if you're a boy or a girl

Hey babe, your hair's alright
Hey babe, let's go out tonight
You like me, and I like it all
We like dancing and we look divine
You love bands when they're playing hard
You want more and you want it fast
They put you down, they say I'm wrong
You tacky thing, you put them on

[CHORUS]
Rebel Rebel, you've torn your dress
Rebel Rebel, your face is a mess
Rebel Rebel, how could they know?
Hot tramp, I love you so!

Don't ya?

[CHORUS]

You've torn your dress, your face is a mess
You can't get enough, but enough ain't the test
You've got your transmission and your live wire
You got your cue line and a handful of ludes
You wanna be there when they count up the dudes
And I love your dress
You're a juvenile success
Because your face is a mess
So how could they know?
I said, how could they know?

So what you wanna know Calamity's child, 
Where'd you wanna go?
What can I do for you? Looks like you've been there too
'Cause you've torn your dress
And your face is a mess
Ooo, your face is a mess
Ooo, ooo, so how could they know?
Eh, eh, how could they know?
"
"231","Right","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/right.html","

[CHORUS 1]
Taking it all the right way
Keeping it in the back
Taking it all the right way
Never no turning back
Never need, no
Never no turning back

[CHORUS 2]
Flying in just a sweet place
Coming inside and safe
Flying in just a sweet place
Never been known to fail
Never been, no
Never been known to fail
Wishing you,
wishing that sometimes (sometimes)
Doing it, doing it right, 'til (doing it) one time (one time)

Gets you when you're down
(nobody, nobody, do it again, get off)
Ahhh, sometimes, doing
Wishing sometimes (give it back) 
Up there, up there (giving it)
Oh, my darling
(No) Ah, my darling, (giving it) ah (up there) why?
Gimme, gimme, up there, (yeah) gimme, doing
Taking with me (sometimes)
Loving it, doing it (right) 'til (take it) one time
Gimme (doing it) 
Giving it (giving it back)

[CHORUS 1 (3 times)]

[CHORUS 2]

[CHORUS 1]

[repeat ad-lib]

Never no turning back
Never, never, never
"
"232","Win","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/win.html","

Me, I hope that I'm crazy
I feel you driving and you're only the wheel
Slow down, let someone love you
Ohh, I've never touched you since I started to feel
If there's nothing to hide me
Then you've never seen me hanging naked and wired
Somebody lied, I say it's hip
To be alive

[CHORUS]
Now your smile is wearing (spreading?) thin
Seems you're trying not to lose
Since I'm not supposed to win
All you've got to do is win
Me, I'm fresh on your pages
Secret thinker sometimes listening aloud
Life lies dumb on its heroes
Wear your wound with honor, make someone proud
Someone like you should not be allowed
To start any fires

[CHORUS]
Now your smile is wearing (spreading?) thin
Seems you're trying not to lose
Since I'm not supposed to win
All you've got to do is win
"
"233","TVC15","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/tvc15.html","

Up every evening 'bout half eight or nine
I give my complete attention 
to a very good friend of mine
He's quadraphonic, he's a, 
he's got more channels
So hologramic, 
oh my T V C one five
I brought my baby home, she
She sat around forlorn
She saw my T V C one five, baby's gone, she
She crawled right in, oh my
She crawled right in my
So hologramic, 
oh my T V C one five
Oh, so demonic, 
oh my T V C one five

Maybe if I pray every, each night I sit there pleading 

""Send back 
my dream test baby, 
She's my main feature""
My T V C one five, he, he just 
Stares back unblinking
So hologramic,
oh my T V C one five
One of these nights I may just
Jump down that rainbow way, be with my baby, then

We'll spend some time together
So hologramic, oh my T V C one five
My baby's in there someplace
Love's rating in the sky
So hologramic,
oh my T V C one five

[CHORUS]
Transition
Transmission
Transition
Transmission

Oh my T V C one five,
oh oh, T V C one five
Oh my T V C one five,
oh oh, T V C one five
Oh my T V C one five, 
oh oh, T V C one five
Oh my T V C one five, 
oh oh, T V C one five

[CHORUS]
"
"234","I Wish You Would","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/iwishyouwould.html","

Early in the morning by the break of day
That's when my baby went away
Come back baby I wish you would
This crying and grieving
won't do me no good

Hugging and a-kissing, late at night
You know pretty baby it feels just right
Come back baby what you're trying to do?
Turning on me and some other men too

Come back baby give me one more chance
You know I still love
you gonna give you romance
Yeah, romance all night long
In my arms, oh yeah

[CHORUS]

Hey pretty baby I love you so
You know pretty baby it hurts me to see you go
Oh yeah [repeat ad inf.]
"
"235","Aladdin Sane","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/aladdinsane.html","

Watching him dash away, 
swinging an old bouquet 
- dead roses
Sake and strange divine Uh-h-h-uh-h-uh you'll make it
Passionate bright young things, 
takes him away to war - 
don't fake it
Saddening glissando strings
Uh-h-h-uh-h-uh - you'll make it

Who'll love Aladdin Sane
Battle cries and champagne just in time for sunrise
Who'll love Aladdin Sane

Motor sensational, Paris or maybe hell - I'm waiting
Clutches of sad remains
Waits for Aladdin Sane - you'll make it

Who'll love Aladdin Sane
Millions weep a fountain, 
just in case of sunrise

Who'll love Aladdin Sane

We'll love Aladdin Sane
Love Aladdin Sane

Who'll love Aladdin Sane
Millions weep a fountain, 
just in case of sunrise

Who'll love Aladdin Sane

We'll love Aladdin Sane
We'll love Aladdin Sane
"
